Bildnummer;Zeit [s];Pixel (X) [px];Pixel (Y) [px];X Position [px];Y Position [px];Abstand [px];Abstand in x-Richtung [px];Abstand in y-Richtung [px];Strecke [px];Strecke in x-Richtung [px];Strecke in y-Richtung [px];Geschwindigkeit [px/s];Geschwindigkeit in x-Richtung [px/s];Geschwindigkeit in y-Richtung [px/s];Beschleunigung [px/s²];Beschleunigung in x-Richtung [px/s²];Beschleunigung in y-Richtung [px/s²];
1502;74,2114;316;256;316;256;1,41;-1;-1;1401,34;-1;0;28,6;-20,23;-20,23;0;0;818,18;
1503;74,2609;315;255;315;255;1,41;-1;1;1402,76;-2;1;28,6;-20,23;20,23;715,12;1636,36;-818,18;
1504;74,3103;314;256;314;256;3,16;3;-1;1405,92;1;0;63,96;60,68;-20,23;-884,57;-1636,36;409,09;
1505;74,3597;317;255;317;255;1;-1;0;1406,92;0;0;20,23;-20,23;0;0;0;0;
1506;74,4092;316;255;316;255;1;-1;0;1407,92;-1;0;20,23;-20,23;0;0;818,18;0;
1507;74,4586;315;255;315;255;1;1;0;1408,92;0;0;20,23;20,23;0;0;-818,18;0;
1508;74,5081;316;255;316;255;1;-1;0;1409,92;-1;0;20,23;-20,23;0;-409,09;409,09;0;
1509;74,5575;315;255;315;255;0;0;0;1409,92;-1;0;0;0;0;0;0;0;
1510;74,6069;315;255;315;255;0;0;0;1409,92;-1;0;0;0;0;0;0;0;
1511;74,6564;315;255;315;255;0;0;0;1409,92;-1;0;0;0;0;409,09;409,09;0;
1512;74,7058;315;255;315;255;1;1;0;1410,92;0;0;20,23;20,23;0;747,99;-1227,27;818,18;
1513;74,7553;316;255;316;255;2,83;-2;2;1413,75;-2;2;57,21;-40,45;40,45;-747,99;818,18;-1227,27;
1514;74,8047;314;257;314;257;1;0;-1;1414,75;-2;1;20,23;0;-20,23;505,66;818,18;0;
1515;74,8541;314;256;314;256;2,24;2;-1;1416,98;0;0;45,23;40,45;-20,23;-505,66;-1227,27;409,09;
1516;74,9036;316;255;316;255;1;-1;0;1417,98;-1;0;20,23;-20,23;0;0;818,18;0;
1517;74,953;315;255;315;255;1;1;0;1418,98;0;0;20,23;20,23;0;-409,09;-409,09;0;
1518;75,0025;316;255;316;255;0;0;0;1418,98;0;0;0;0;0;578,54;-409,09;409,09;
1519;75,0519;316;255;316;255;1,41;-1;1;1420,4;-1;1;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1520;75,1014;315;256;315;256;0;0;0;1420,4;-1;1;0;0;0;409,09;409,09;0;
1521;75,1508;315;256;315;256;1;1;0;1421,4;0;1;20,23;20,23;0;884,57;-1636,36;409,09;
1522;75,2002;316;256;316;256;3,16;-3;1;1424,56;-3;2;63,96;-60,68;20,23;-715,12;1636,36;-818,18;
1523;75,2497;313;257;313;257;1,41;1;-1;1425,97;-2;1;28,6;20,23;-20,23;-169,45;0;409,09;
1524;75,2991;314;256;314;256;1;1;0;1426,97;-1;1;20,23;20,23;0;169,45;-818,18;-409,09;
1525;75,3486;315;256;315;256;1,41;-1;-1;1428,39;-2;0;28,6;-20,23;-20,23;648,73;1636,36;409,09;
1526;75,398;314;255;314;255;3;3;0;1431,39;1;0;60,68;60,68;0;-818,18;-1636,36;0;
1527;75,4474;317;255;317;255;1;-1;0;1432,39;0;0;20,23;-20,23;0;0;0;0;
1528;75,4969;316;255;316;255;1;-1;0;1433,39;-1;0;20,23;-20,23;0;169,45;818,18;-409,09;
1529;75,5463;315;255;315;255;1,41;1;-1;1434,8;0;-1;28,6;20,23;-20,23;-169,45;-409,09;818,18;
1530;75,5958;316;254;316;254;1;0;1;1435,8;0;0;20,23;0;20,23;-409,09;0;-409,09;
1531;75,6452;316;255;316;255;0;0;0;1435,8;0;0;0;0;0;409,09;409,09;0;
1532;75,6947;316;255;316;255;1;1;0;1436,8;1;0;20,23;20,23;0;0;-818,18;0;
1533;75,7441;317;255;317;255;1;-1;0;1437,8;0;0;20,23;-20,23;0;0;409,09;409,09;
1534;75,7935;316;255;316;255;1;0;1;1438,8;0;1;20,23;0;20,23;0;0;-818,18;
1535;75,843;316;256;316;256;1;0;-1;1439,8;0;0;20,23;0;-20,23;0;0;818,18;
1536;75,8924;316;255;316;255;1;0;1;1440,8;0;1;20,23;0;20,23;0;-409,09;-409,09;
1537;75,9419;316;256;316;256;1;-1;0;1441,8;-1;1;20,23;-20,23;0;169,45;818,18;-409,09;
1538;75,9913;315;256;315;256;1,41;1;-1;1443,22;0;0;28,6;20,23;-20,23;-169,45;-818,18;409,09;
1539;76,0407;316;255;316;255;1;-1;0;1444,22;-1;0;20,23;-20,23;0;-409,09;409,09;0;
1540;76,0902;315;255;315;255;0;0;0;1444,22;-1;0;0;0;0;0;0;0;
1541;76,1396;315;255;315;255;0;0;0;1444,22;-1;0;0;0;0;409,09;0;409,09;
1542;76,1891;315;255;315;255;1;0;1;1445,22;-1;1;20,23;0;20,23;0;0;-818,18;
1543;76,2385;315;256;315;256;1;0;-1;1446,22;-1;0;20,23;0;-20,23;0;0;818,18;
1544;76,2879;315;255;315;255;1;0;1;1447,22;-1;1;20,23;0;20,23;169,45;409,09;-818,18;
1545;76,3374;315;256;315;256;1,41;1;-1;1448,63;0;0;28,6;20,23;-20,23;-169,45;-409,09;0;
1546;76,3868;316;255;316;255;1;0;-1;1449,63;0;-1;20,23;0;-20,23;169,45;-409,09;818,18;
1547;76,4363;316;254;316;254;1,41;-1;1;1451,05;-1;0;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1548;76,4857;315;255;315;255;0;0;0;1451,05;-1;0;0;0;0;409,09;-409,09;0;
1549;76,5352;315;255;315;255;1;-1;0;1452,05;-2;0;20,23;-20,23;0;169,45;818,18;409,09;
1550;76,5846;314;255;314;255;1,41;1;1;1453,46;-1;1;28,6;20,23;20,23;-578,54;-409,09;-409,09;
1551;76,634;315;256;315;256;0;0;0;1453,46;-1;1;0;0;0;578,54;409,09;-409,09;
1552;76,6835;315;256;315;256;1,41;1;-1;1454,87;0;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1553;76,7329;316;255;316;255;0;0;0;1454,87;0;0;0;0;0;0;0;0;
1554;76,7824;316;255;316;255;0;0;0;1454,87;0;0;0;0;0;0;0;0;
1555;76,8318;316;255;316;255;0;0;0;1454,87;0;0;0;0;0;0;0;0;
1556;76,8812;316;255;316;255;0;0;0;1454,87;0;0;0;0;0;0;0;0;
1557;76,9307;316;255;316;255;0;0;0;1454,87;0;0;0;0;0;0;0;0;
1558;76,9801;316;255;316;255;0;0;0;1454,87;0;0;0;0;0;409,09;0;409,09;
1559;77,0296;316;255;316;255;1;0;1;1455,87;0;1;20,23;0;20,23;0;0;-818,18;
1560;77,079;316;256;316;256;1;0;-1;1456,87;0;0;20,23;0;-20,23;169,45;-409,09;818,18;
1561;77,1284;316;255;316;255;1,41;-1;1;1458,29;-1;1;28,6;-20,23;20,23;-169,45;409,09;-818,18;
1562;77,1779;315;256;315;256;1;0;-1;1459,29;-1;0;20,23;0;-20,23;169,45;409,09;818,18;
1563;77,2273;315;255;315;255;1,41;1;1;1460,7;0;1;28,6;20,23;20,23;-169,45;-818,18;-409,09;
1564;77,2768;316;256;316;256;1;-1;0;1461,7;-1;1;20,23;-20,23;0;0;0;0;
1565;77,3262;315;256;315;256;1;-1;0;1462,7;-2;1;20,23;-20,23;0;409,09;1227,27;0;
1566;77,3757;314;256;314;256;2;2;0;1464,7;0;1;40,45;40,45;0;-409,09;-818,18;-409,09;
1567;77,4251;316;256;316;256;1;0;-1;1465,7;0;0;20,23;0;-20,23;-409,09;0;409,09;
1568;77,4745;316;255;316;255;0;0;0;1465,7;0;0;0;0;0;0;0;0;
1569;77,524;316;255;316;255;0;0;0;1465,7;0;0;0;0;0;0;0;0;
1570;77,5734;316;255;316;255;0;0;0;1465,7;0;0;0;0;0;409,09;0;409,09;
1571;77,6229;316;255;316;255;1;0;1;1466,7;0;1;20,23;0;20,23;0;0;-818,18;
1572;77,6723;316;256;316;256;1;0;-1;1467,7;0;0;20,23;0;-20,23;505,66;-818,18;818,18;
1573;77,7217;316;255;316;255;2,24;-2;1;1469,94;-2;1;45,23;-40,45;20,23;-96,57;1636,36;-409,09;
1574;77,7712;314;256;314;256;2;2;0;1471,94;0;1;40,45;40,45;0;-409,09;-818,18;-409,09;
1575;77,8206;316;256;316;256;1;0;-1;1472,94;0;0;20,23;0;-20,23;-409,09;0;409,09;
1576;77,8701;316;255;316;255;0;0;0;1472,94;0;0;0;0;0;409,09;-409,09;0;
1577;77,9195;316;255;316;255;1;-1;0;1473,94;-1;0;20,23;-20,23;0;169,45;818,18;409,09;
1578;77,969;315;255;315;255;1,41;1;1;1475,35;0;1;28,6;20,23;20,23;-169,45;-818,18;-409,09;
1579;78,0184;316;256;316;256;1;-1;0;1476,35;-1;1;20,23;-20,23;0;169,45;818,18;-409,09;
1580;78,0678;315;256;315;256;1,41;1;-1;1477,77;0;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1581;78,1173;316;255;316;255;0;0;0;1477,77;0;0;0;0;0;0;0;0;
1582;78,1667;316;255;316;255;0;0;0;1477,77;0;0;0;0;0;409,09;-409,09;0;
1583;78,2162;316;255;316;255;1;-1;0;1478,77;-1;0;20,23;-20,23;0;0;818,18;0;
1584;78,2656;315;255;315;255;1;1;0;1479,77;0;0;20,23;20,23;0;-409,09;-409,09;0;
1585;78,315;316;255;316;255;0;0;0;1479,77;0;0;0;0;0;0;0;0;
1586;78,3645;316;255;316;255;0;0;0;1479,77;0;0;0;0;0;578,54;-409,09;409,09;
1587;78,4139;316;255;316;255;1,41;-1;1;1481,18;-1;1;28,6;-20,23;20,23;-169,45;818,18;-409,09;
1588;78,4634;315;256;315;256;1;1;0;1482,18;0;1;20,23;20,23;0;0;-409,09;-409,09;
1589;78,5128;316;256;316;256;1;0;-1;1483,18;0;0;20,23;0;-20,23;-409,09;0;409,09;
1590;78,5622;316;255;316;255;0;0;0;1483,18;0;0;0;0;0;0;0;0;
1591;78,6117;316;255;316;255;0;0;0;1483,18;0;0;0;0;0;409,09;0;409,09;
1592;78,6611;316;255;316;255;1;0;1;1484,18;0;1;20,23;0;20,23;0;0;-818,18;
1593;78,7106;316;256;316;256;1;0;-1;1485,18;0;0;20,23;0;-20,23;505,66;-818,18;818,18;
1594;78,76;316;255;316;255;2,24;-2;1;1487,42;-2;1;45,23;-40,45;20,23;-505,66;1227,27;-409,09;
1595;78,8095;314;256;314;256;1;1;0;1488,42;-1;1;20,23;20,23;0;0;-409,09;-409,09;
1596;78,8589;315;256;315;256;1;0;-1;1489,42;-1;0;20,23;0;-20,23;-409,09;0;409,09;
1597;78,9083;315;255;315;255;0;0;0;1489,42;-1;0;0;0;0;409,09;409,09;0;
1598;78,9578;315;255;315;255;1;1;0;1490,42;0;0;20,23;20,23;0;-409,09;-409,09;0;
1599;79,0072;316;255;316;255;0;0;0;1490,42;0;0;0;0;0;0;0;0;
1600;79,0567;316;255;316;255;0;0;0;1490,42;0;0;0;0;0;818,18;-818,18;0;
1601;79,1061;316;255;316;255;2;-2;0;1492,42;-2;0;40,45;-40,45;0;0;1636,36;0;
1602;79,1555;314;255;314;255;2;2;0;1494,42;0;0;40,45;40,45;0;-409,09;-818,18;409,09;
1603;79,205;316;255;316;255;1;0;1;1495,42;0;1;20,23;0;20,23;505,66;-818,18;-818,18;
1604;79,2544;316;256;316;256;2,24;-2;-1;1497,65;-2;0;45,23;-40,45;-20,23;-336,21;1227,27;818,18;
1605;79,3039;314;255;314;255;1,41;1;1;1499,07;-1;1;28,6;20,23;20,23;-578,54;-409,09;-409,09;
1606;79,3533;315;256;315;256;0;0;0;1499,07;-1;1;0;0;0;0;0;0;
1607;79,4027;315;256;315;256;0;0;0;1499,07;-1;1;0;0;0;409,09;0;-409,09;
1608;79,4522;315;256;315;256;1;0;-1;1500,07;-1;0;20,23;0;-20,23;409,09;818,18;409,09;
1609;79,5016;315;255;315;255;2;2;0;1502,07;1;0;40,45;40,45;0;-409,09;-1227,27;0;
1610;79,5511;317;255;317;255;1;-1;0;1503,07;0;0;20,23;-20,23;0;-409,09;409,09;0;
1611;79,6005;316;255;316;255;0;0;0;1503,07;0;0;0;0;0;578,54;-409,09;409,09;
1612;79,65;316;255;316;255;1,41;-1;1;1504,48;-1;1;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1613;79,6994;315;256;315;256;0;0;0;1504,48;-1;1;0;0;0;578,54;-409,09;-409,09;
1614;79,7488;315;256;315;256;1,41;-1;-1;1505,9;-2;0;28,6;-20,23;-20,23;-169,45;818,18;409,09;
1615;79,7983;314;255;314;255;1;1;0;1506,9;-1;0;20,23;20,23;0;0;0;0;
1616;79,8477;315;255;315;255;1;1;0;1507,9;0;0;20,23;20,23;0;-409,09;-409,09;0;
1617;79,8972;316;255;316;255;0;0;0;1507,9;0;0;0;0;0;578,54;-409,09;409,09;
1618;79,9466;316;255;316;255;1,41;-1;1;1509,31;-1;1;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1619;79,996;315;256;315;256;0;0;0;1509,31;-1;1;0;0;0;409,09;409,09;0;
1620;80,0455;315;256;315;256;1;1;0;1510,31;0;1;20,23;20,23;0;0;-818,18;0;
1621;80,0949;316;256;316;256;1;-1;0;1511,31;-1;1;20,23;-20,23;0;0;818,18;0;
1622;80,1444;315;256;315;256;1;1;0;1512,31;0;1;20,23;20,23;0;169,45;-818,18;-409,09;
1623;80,1938;316;256;316;256;1,41;-1;-1;1513,72;-1;0;28,6;-20,23;-20,23;0;818,18;818,18;
1624;80,2433;315;255;315;255;1,41;1;1;1515,14;0;1;28,6;20,23;20,23;-578,54;-409,09;-409,09;
1625;80,2927;316;256;316;256;0;0;0;1515,14;0;1;0;0;0;409,09;0;-409,09;
1626;80,3421;316;256;316;256;1;0;-1;1516,14;0;0;20,23;0;-20,23;-409,09;0;409,09;
1627;80,3916;316;255;316;255;0;0;0;1516,14;0;0;0;0;0;0;0;0;
1628;80,441;316;255;316;255;0;0;0;1516,14;0;0;0;0;0;409,09;409,09;0;
1629;80,4905;316;255;316;255;1;1;0;1517,14;1;0;20,23;20,23;0;409,09;-1227,27;0;
1630;80,5399;317;255;317;255;2;-2;0;1519,14;-1;0;40,45;-40,45;0;-409,09;818,18;409,09;
1631;80,5893;315;255;315;255;1;0;1;1520,14;-1;1;20,23;0;20,23;169,45;409,09;-818,18;
1632;80,6388;315;256;315;256;1,41;1;-1;1521,55;0;0;28,6;20,23;-20,23;-169,45;-409,09;818,18;
1633;80,6882;316;255;316;255;1;0;1;1522,55;0;1;20,23;0;20,23;-409,09;0;-409,09;
1634;80,7377;316;256;316;256;0;0;0;1522,55;0;1;0;0;0;578,54;-409,09;-409,09;
1635;80,7871;316;256;316;256;1,41;-1;-1;1523,97;-1;0;28,6;-20,23;-20,23;-169,45;818,18;409,09;
1636;80,8365;315;255;315;255;1;1;0;1524,97;0;0;20,23;20,23;0;-409,09;-409,09;0;
1637;80,886;316;255;316;255;0;0;0;1524,97;0;0;0;0;0;0;0;0;
1638;80,9354;316;255;316;255;0;0;0;1524,97;0;0;0;0;0;409,09;-409,09;0;
1639;80,9849;316;255;316;255;1;-1;0;1525,97;-1;0;20,23;-20,23;0;0;409,09;409,09;
1640;81,0343;315;255;315;255;1;0;1;1526,97;-1;1;20,23;0;20,23;0;409,09;-409,09;
1641;81,0838;315;256;315;256;1;1;0;1527,97;0;1;20,23;20,23;0;0;-409,09;-409,09;
1642;81,1332;316;256;316;256;1;0;-1;1528,97;0;0;20,23;0;-20,23;-409,09;0;409,09;
1643;81,1826;316;255;316;255;0;0;0;1528,97;0;0;0;0;0;0;0;0;
1644;81,2321;316;255;316;255;0;0;0;1528,97;0;0;0;0;0;914,76;-818,18;409,09;
1645;81,2815;316;255;316;255;2,24;-2;1;1531,2;-2;1;45,23;-40,45;20,23;-914,76;818,18;-409,09;
1646;81,331;314;256;314;256;0;0;0;1531,2;-2;1;0;0;0;578,54;409,09;-409,09;
1647;81,3804;314;256;314;256;1,41;1;-1;1532,62;-1;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1648;81,4298;315;255;315;255;0;0;0;1532,62;-1;0;0;0;0;409,09;409,09;0;
1649;81,4793;315;255;315;255;1;1;0;1533,62;0;0;20,23;20,23;0;0;-409,09;409,09;
1650;81,5287;316;255;316;255;1;0;1;1534,62;0;1;20,23;0;20,23;0;0;-818,18;
1651;81,5782;316;256;316;256;1;0;-1;1535,62;0;0;20,23;0;-20,23;0;-409,09;409,09;
1652;81,6276;316;255;316;255;1;-1;0;1536,62;-1;0;20,23;-20,23;0;0;818,18;0;
1653;81,677;315;255;315;255;1;1;0;1537,62;0;0;20,23;20,23;0;-409,09;-409,09;0;
1654;81,7265;316;255;316;255;0;0;0;1537,62;0;0;0;0;0;409,09;-409,09;0;
1655;81,7759;316;255;316;255;1;-1;0;1538,62;-1;0;20,23;-20,23;0;0;818,18;0;
1656;81,8254;315;255;315;255;1;1;0;1539,62;0;0;20,23;20,23;0;0;0;0;
1657;81,8748;316;255;316;255;1;1;0;1540,62;1;0;20,23;20,23;0;0;-818,18;0;
1658;81,9243;317;255;317;255;1;-1;0;1541,62;0;0;20,23;-20,23;0;0;0;0;
1659;81,9737;316;255;316;255;0;0;0;0;0;0;0;0;0;0;0;0;
